nom_produit,prix,categorie,note
SheaMoisture Multi-Action sans rinçage Hydrate & Repair pour les cheveux extrêmement secs et fragiles Miel de Manuka et Yaourt 2 x 237 ml,"30,99€",Consommation Courante,"5,0"
"Glysolid Crème classique hydratation intensive mains disparues, 100 ml","8,67€",Consommation Courante,"4,5"
Rexona Invisible Lot de 6 déodorants anti-transpirants Black&White 200 ml (Total : 1 200 ml),"31,69€",Consommation Courante,"4,6"
Vaseline Healty Plus Savon Total Moisture 6 x 75 g | Lot de 6,"21,00€",Consommation Courante,"5,0"
AXE Gold Lot de 3 déodorants Bodyspray pour homme 48 heures de protection 150 ml,"22,99€",Consommation Courante,"4,1"
Dove Advanced Care Go Fresh Déodorant à bille anti-transpirant pour femme avec technologie triple hydratation pour 72 heures de protection 50 ml,"11,99€",Consommation Courante,"4,3"
Vaseline Healty Plus Savon Total Moisture 12 x 75 g | Lot de 12,"18,40€",Consommation Courante,"4,8"
"Mentadent Brosse à dents, avec ventouse - Coloris Aléatoire","6,32€",Consommation Courante,"4,2"
Vaseline Lip Therapy Original 4g Stick,"7,25€",Consommation Courante,"4,6"
"Unilever Axe Africa déodorant, 150 ml","29,99€",Consommation Courante,"4,5"
"Cleanerist | 5x5L lessive liquide universelle, 1000+ lavages – nettoyage en profondeur, formule concentrée, parfum frais, 20°C-95°C, pour couleurs, blancs et foncés","48,49€",Consommation Courante,"4,5"
"BAGSMART Trousse de Toilette Homme Voyage,Accessoires de Toilette Sac de Rasage Cuir,Imperméable,Séparation Humide et sèche Double Fermeture Éclair avec Poignée,Noir","27,99€",Consommation Courante,"4,6"
"Brosse de douche en silicone avec long manche, brosse de douche double face pour exfoliation et massage pour la douche, peut produire une mousse riche, brosse à dos à long manche pour homme","16,99€",Consommation Courante,"4,1"
"Baume À Lèvres | Dove Nourishing Lipcare 4,8g | Hydrating Care | Rouge À Lèvres | UN PAQUET DE 6","15,50€",Consommation Courante,"4,4"
Signal Brosse a Dents Enfants Extra Souple Super Mario - L'unite,"4,79€",Consommation Courante,N/A
Lipton Thé aux fruits Forest Fruits 407 g,"5,49€",Consommation Courante,"4,0"
Pepsodent Natürliche Zahnpasta mit Fluorid und Kalzium für weißere Zähne in einer Woche 75 ml,"6,50€",Consommation Courante,"4,2"
Lux Bright Impress - Savon délicat parfum camélia japonais et huile d'agrumes - 80 g,"8,53€",Consommation Courante,"4,0"
Pepsodent Dentifrice Protection complète avec fluor et calcium pour la défense des caries toute la journée 75 ml (pack de 6 x 75 ml),"15,79€",Consommation Courante,"3,7"
"Sunsilk Shampoo Limone Detox Scrub 1 minute pour les cheveux et les soins gras, 200 ml","11,99€",Consommation Courante,"4,1"
"UNILEVER: Webster's Timeline History, 1750 - 2007","30,54€",Consommation Courante,N/A
Pears Pur & Doux Savon solide Transparent aux Extraits de Menthe 125g (12 Pack),"29,99€",Consommation Courante,"4,5"
"Mentadent Professional Gencives irritées, brosse à dents professionnelle pour irritation des gencives et parodontite, poils doux 0,15 mm, petite tête, poignée ergonomique, conçue et fabriquée en","7,20€",Consommation Courante,"4,4"
Simple Daily Skin Detox Nettoyant visage purifiant 150 ml (le paquet peut varier),"14,71€",Consommation Courante,"4,3"
Dove Men+Care Désodorisant pour homme Extra Fresh Spray anti-transpiration sans alcool Protection 48 heures 150 ml,"11,99€",Consommation Courante,"4,4"
Cattier - Gel douche sans sulfate Parfum Vanille - Tonka 1L,"10,20€",Consommation Courante,"4,0"
Cleanerist | 550 pastilles lave-vaisselle (10 kg) – Tout-en-un dans un film hydrosoluble – compatibles avec toutes les machines – détergent écologique en poudre,"39,95€",Consommation Courante,"4,4"
"Bellroy Cinch Pouch (Pochon Hop, pochette de voyage et trousse à maquillage attachable pour bien s'organiser) - Black","19,00€",Consommation Courante,"4,8"
"Shieldon Protects Kit de Rénovation pour Éviers en Granit et Composite - Nettoyant Pierre Naturelle, Anti-Calcaire et Imperméabilisant Hydrofuge pour Pierre Cuisine - Avec 2 Éponges et Chiffon","35,99€",Consommation Courante,"4,2"
Dove Shampooing restaurateur à la noix de coco - Le flacon de 250ml,"26,99€",Consommation Courante,N/A
Rexona Cobalt Dry Lot de 2 déodorants anti-transpirants pour homme 2 x 200 ml L'emballage peut varier,"12,67€",Consommation Courante,"4,6"
Zwitsal Lot de 6 gels lavants pour bébé sans savon – Protège la barrière naturelle de la peau – 700 ml,"49,95€",Consommation Courante,N/A
Knorr Soupe Déshydratée Indonésienne 45g - Lot de 14,"18,34€",Consommation Courante,"4,2"
"Mentadent Brosse à dents moyenne 4 actions, 1 lot de 4 brosses à dents","9,43€",Consommation Courante,"4,6"
PEARS Pure & Gentle Lot de 6 flacons de gel douche 10 fois plus hydratant 250 ml,"35,99€",Consommation Courante,"4,7"
