nom_produit,prix,categorie,note
Déodorant anti-transpirant Nivea Men - Roll-On - Active Protec - Pour homme - Lot de 6,"21,60€",Cosmétique et Beauté,"4,6"
NIVEA Q10 Power Crème de nuit anti-rides régénérante pour tous les types de peau Crème de nuit au Q10 pur et à la créatine et à l'acide hyaluronique (50 ml),"11,24€",Cosmétique et Beauté,"4,6"
NIVEA MEN Gel Douche Sensitive (lot 6 x 250 ml) — Soin lavant enrichi à l'extrait de Bambou — Gel douche homme 3 EN 1 — Soin nettoyant doux Corps Visage & Cheveux pour les peaux sensibles,"18,32€",Cosmétique et Beauté,"4,7"
Nivea Krem Soft (pudeko) 200 ml,N/A,Cosmétique et Beauté,"4,5"
"NIVEA Derma Control 96 h Déodorant bille (1 x 50 ml), Détranspirant contre la transpiration excessive, l’humidité et les odeurs, cliniquement approuvé, Déodorant femme à la formule brevetée","4,90€",Cosmétique et Beauté,"4,3"
"NIVEA Baume Corps Soufflé Perlé (1 x 200 ml), soin corps hydratation 24 h, baume hydratant à l'huile de monoï et au parfum tropical de noix de coco",N/A,Cosmétique et Beauté,"4,6"
NIVEA - Atomiseur Féminin Derma Control Restore - Déodorant 72H Anti-Transpirant Aisselles - Anti-Irritations - Acide Hyaluronique & Vitamine E - 0% Alcool - Peaux Sensibles - 200 ml,"3,11€",Cosmétique et Beauté,"4,5"
"NIVEA - Eau Micellaire Biphase Rose Care - Efficacité Waterproof - Visage, Yeux, Lèvres - Nettoie, Tonifie & Purifie - Peau Fraîche & Hydratée - Eau De Rose Bio - Tous Types De Peaux - 400 ml",N/A,Cosmétique et Beauté,"4,6"
"NIVEA Luminous 630 CC Fluide anti taches FPS30 Teinte Claire (1 x 40 ml), CC Crème teint unifié, Fond de teint couvrant imperfections, Soin visage teinté anti-âge correcteur réducteur de taches","20,45€",Cosmétique et Beauté,"4,3"
Nivea Latta Bleu Crema Traitement du Visage - 400ml,"8,06€",Cosmétique et Beauté,"4,6"
Nivea Crème Molle de Savon 100 g - Lot de 6,"22,75€",Cosmétique et Beauté,"4,5"
"NIVEA MEN - Gel Nettoyant Visage Quotidien - Nettoie En Douceur - Peau Sensible - Format XXL - Sans Savon, Sans Alcool - Complexe VitaminPRO - Vitamine E - 5 Protections - Non Desséchant - 150 ml","6,40€",Cosmétique et Beauté,"4,3"
"NIVEA NATURALLY GOOD Déodorant Femme Aloe Vera Bio Bille 50 ml, déodorant avec 95% d’ingrédients d’origine naturelle, roll-on fraîcheur 24h","3,86€",Cosmétique et Beauté,"4,4"
"NIVEA Lingettes démaquillantes douces (1 x 25 unités), lingettes démaquillantes pour peau sèche et sensible, lingettes humides pour le visage, les yeux, les lèvres et le cou","5,28€",Cosmétique et Beauté,"4,5"
NIVEA Lotion pour le corps à la citronnelle et soin - Crème pour le corps avec sérum de soin en profondeur pour 72 h d'hydratation - Lotion pour le corps à l'huile de sésame et parfum rafraîchissant,"7,73€",Cosmétique et Beauté,"4,6"
"NIVEA Atomiseur Fresh Natural 0% (1 x 150 ml),déodorant femme efficacité 48 hrs, anti transpirant aisselles fraîcheur longue durée, antiperspirant sans aluminium-la couverture de l'article peut varier","2,48€",Cosmétique et Beauté,"4,3"
NIVEA MEN Gel Douche Deep Clean MAXXTECH (1 x 250 ml) — Soin lavant enrichi en argile microfine & technologie MaxxTech — Gel douche homme 3 EN 1 Corps Visage & Cheveux pour peaux à impuretés,"2,37€",Cosmétique et Beauté,"4,6"
NIVEA MEN - Gel Rasage Homme - Protection Contre 5 Signes d'Irritation Dus au Rasage - Formule Sans Alcool à la Camomille & Hamamélis - Peaux Sensibles - Testé Sous Contrôle Dermatologique - 200 ml,"4,19€",Cosmétique et Beauté,"4,8"
"NIVEA Soft Crème dans un pack de 1 (1 x 75 ml), crème hydratante rafraîchissante avec huile de jojoba et vitamine E, crème hydratante pour le visage, le corps et les mains","8,97€",Cosmétique et Beauté,"4,5"
"Nivea Soft Feuchtigkeitscreme, Erfrischend, Multifunktional, Körper, Gesicht, Haende, 75 ml","9,53€",Cosmétique et Beauté,"4,7"
"NIVEA MEN Sensitive Crème de soin du visage avec SPF 15, crème hydratante 24 h pour la peau sensible des hommes - Crème apaisante pour le visage pour soulager les irritations de la peau (75 ml)","9,09€",Cosmétique et Beauté,"4,6"
"NIVEA SUN UV Face Crème solaire légère et hydratante pour le visage SPF30, 50 ml","10,40€",Cosmétique et Beauté,"4,9"
"NIVEA MEN Fresh Ocean Deo Roll-On (6 x 50 ml) Déodorant sans aluminium (ACH) avec 48 heures de protection contre les odeurs corporelles, roll-on au parfum rafraîchissant (l'emballage peut varier)","23,16€",Cosmétique et Beauté,"4,5"
Nivea 48H Cocoa Butter Body Cream - 400 ml,"15,83€",Cosmétique et Beauté,"4,6"
"NIVEA MEN - Crème Hydratante Visage Quotidienne FPS 30 - Protection UVA/UVB, Lumière Bleue & Pollution - Boost D'Hydratation Immédiat - Complexe VitaminPRO & Antioxydants - Peaux Sensibles - 50 ml","10,59€",Cosmétique et Beauté,"4,3"
NIVEA SUN Crème Visage Anti-Âge FPS50+ Q10 - Protection Solaire UVA/UVB - Formule Respirante - Réduit les Rides dès 7 Jours - Texture Légère - Tous Types de Peaux - 40 ml,"11,90€",Cosmétique et Beauté,N/A
NIVEA Lait corps à l'Aloe Vera Hydratation 72h (1 x 400 ml) - Lait hydratant à l'Acide Hyaluronique pur - Crème hydratante corps rafraîchissante pour peaux normales à sèches,"8,95€",Cosmétique et Beauté,"4,8"
NIVEA Lotion hydratante pour le corps avec fleur de cerisier 400ml,"9,82€",Cosmétique et Beauté,"4,6"
"NIVEA SUN Kids Spray solaire Protect & Play Sensitive FPS 50+ (1x200 ml), protection anti UV sans parfum & ultra résistante à l’eau, écran solaire enrichi en aloe vera","15,09€",Cosmétique et Beauté,"4,8"
"NIVEA Huile de Douche nourrissante (1 x 200 ml), Gel douche soin nourrissant Vitamine E et huiles naturelles, Gel lavant corps, sensation de peau nourrie & rayonnante de santé, tous types de peau","9,30€",Cosmétique et Beauté,"4,4"
NIVEA® Creme 50ml,"4,12€",Cosmétique et Beauté,"4,3"
NIVEA MEN Noir & Blanc 48 H Invisible Original Anti-transpirant Bille pour Homme 50 ml,"2,68€",Cosmétique et Beauté,"4,7"
