nom_produit,prix,categorie,note,source_file
"ELEMIS Crème Dynamic Resurfacing SPF30, anti-rides, gel hydratant ultra léger pour le visage","99,20€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
Clinique for men crème hydratante anti-âge 100ml,"60,50€",Cosmétique de Luxe et Soins,"4,7",shiseido_amazon.csv
"[PKY] Pyunkang Yul Gel Peeling – Exfoliant Visage Doux, Soin de la Peau Coréen (120 ml, 4 Fl. Oz)","19,39€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
"L'Oréal Paris - Sérum Teinté Repulpant - Accord Parfait - Teinte : 0,5-2 Very Light - 30 ml","17,99€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
"Biotherm Homme, Aquapower Gel SPF14 Homme, Gel Frais et Protecteur Visage et Cou, Peau Nourrie et Revitalisée, Enrichi en Eau Thermale de Plancton et Oligo-Éléments, 75 ml","37,15€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Erborian - Crème Teintée CC Water à la Centella Asiatica - Soin Visage Perfecteur de Peau avec Acide Hyaluronique - Texture Gel Ultra Légère et Fraîche - Soin Cosmétique Coréen,"31,85€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
"[Lot de 3] Hadalabo Gokujyun Premium Lotion Hydratante Hyaluronique 170ml, Fabriqué au Japon","44,99€",Cosmétique de Luxe et Soins,"4,7",shiseido_amazon.csv
Shiseido AQUALABEL Face Wash | White Clear Foam 130g,"26,88€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
TSUBAKI Premium Moist Conditioner Bottle 490 ml 2020,"22,99€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Les Secrets de Loly – Repair Time – Masque hydratant Fortifiant & démêlage facile – Cheveux ondulés, bouclés, frisés et crépus – +96% d'origine naturelle – 230 ml","21,50€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
"Yepoda The Night Light, Crème Hydratante Apaisante et Purifiante de Nuit Sans Huile avec Aloe Vera, Armoise et Niacinamide, Crème Visage Végane Coréenne Hydratante pour Tous Types de Peau, 50 ml","26,00€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"CATKIN Fond De Teint Cushion, Formule Légère Et Longue Tenue, Anti-Âge, Effet Naturel, Extraits De Plantes 7 En 1, Finition Satinée Transparente, Recharges Incluses, 13g*2","28,99€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
"KIMUSE Hydratant Multi Balm Stick, Moisturising Balm Stick, Hydratant Pour les soins du visage","13,29€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
Shiseido Make Sponge Puff Artist Touch - 118,"26,88€",Cosmétique de Luxe et Soins,"4,8",shiseido_amazon.csv
Tsubaki Premium Hair Repair Masque capillaire,"25,29€",Cosmétique de Luxe et Soins,"5,0",shiseido_amazon.csv
Erborian - Super BB Crème au Ginseng - Soin du Visage Teinté Haute Couvrance Anti-Imperfections - Correcteur et Perfecteur de Teint - Protection Solaire SPF 20 - Cosmétique Coréen,"15,89€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Tsubaki Shiseido conditionneur de Cheveux Brillants Doux 450mL,"45,50€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
"Erborian - CC Eye Crème Contour des Yeux à la Centella Asiatica - Soin Hydratant, Illuminateur et Correcteur Teinté - Protection Solaire SPF 20 - Lisse et Corrige les Cernes","19,90€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Shiseido Tsubaki Repair Milk 100ml (Green Tea Set),"68,90€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
"[Lot de 2] Hada Labo Gokujyun Premium Lait Hydratant à l’Acide Hyaluronique 140 ml, Fabriqué au Japon","33,55€",Cosmétique de Luxe et Soins,"4,7",shiseido_amazon.csv
"Senka Perfect Whip 120g, Mousse Nettoyante Hydratante Visage, Enrichie en Soie et Acide Hyaluronique, Fabriqué au Japon, Set de 3","26,14€",Cosmétique de Luxe et Soins,"4,7",shiseido_amazon.csv
Senka Perfect Whip White Clay n Facial Ｗash - 120g Blotting Paper Set,"14,99€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
PYUNKANG YUL Brightening Vita Toner (150 ml),"19,44€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
Shiseido Lot de 24 coussinets de rechange pour recourbe-cils en silicone,"12,21€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
UKLASH Eyelash Growth Serum For Longer & Fuller Lashes - 3ml. Clinically Proven Formula for Naturally Longer Lashes and Extensions. Vegan & Cruelty-Free,"39,00€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
"HUYGENS - La Boue de Beauté – Certifiée BIO - Masque Eclat Purifiant – 50ml - Adoucie, Apaise la Peau Stressée et Unifie le Teint – 99% naturelle - À l’Argile Violette - Vegan - Made In France","25,00€",Cosmétique de Luxe et Soins,"4,8",shiseido_amazon.csv
"Kleem Organics Gel Bio Contour des Yeux Anti-Âge – Réduit Rides, Cernes, Poches et Pattes d'Oie – Enrichie en Peptides, Niacinamide et Acide Hyaluronique – Hydratant Naturel 15 ml","18,97€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
"8PCS Bio Collagen Real Deep Mask, Masque Collagene, Masque BioCollagene Visage Coréen, Bio Collagen Mask, Hydratation Profonde et Durable, Réduction des Pores et Des Rides","14,77€",Cosmétique de Luxe et Soins,"3,9",shiseido_amazon.csv
"M. Asam MAGIC CARE Perfect Teint Crème Correctrice (30 Ml) - Le Maquillage Transparent Fait Immédiatement Disparaître les Rides, Effet Flouteur, Affine le Dessin des Pores et Matifie, Végétalien","24,50€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
"L’Oréal Paris – Coffret Duo Age Perfect Renaissance Cellulaire – 1x Crème de Jour Revitalisante et 1x Midnight Sérum Anti-rides, Fermeté, Éclat – Au Complexe Antioxydant – Tous Types de Peaux","27,90€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Shiseido Maquillage Dramatic Powdery UV Foundation Refill SPF25 PA+++ OC10,"84,00€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
"I'm from Tonique au riz, 77,78% d'extrait de riz de Corée, essence lumineuse avec niacinamide, hydratant pour peaux sèches, végétalien, sans alcool, sans parfum, approuvé par Peta, 5,07 fl oz","28,69€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Hada Labo Gokujun Premium Hyaluronic Emulsion Cream Fall 2020 Renewal 140mL,"18,90€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Hada Labo Rohto Gokujyn Hyaluronic Acid Cleansing Foam, 160ml","18,00€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
SHISEIDO TSUBAKI HAIR WATERI SMOOTH & STRAIGHT WATER 220ML,"43,00€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
Shiseido Senscience True Hue L'Oréal Shampoing 1000 ml 1 l,"90,95€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Erborian - CC Dull Correct - Soin Perfecteur Automatique de Teint - à Base de Centella Asiatica - Booster d’Eclat Illuminateur, Peau Unifiée - Crème Visage - Produit Coréen","30,89€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
"Shiseido"" TSUBAKI"" VOLUME HAIR SHAMPOO REFILL 660ML // Tsubaki Shampooing doux REFILL 660 ML","79,62€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
SHISEIDO TSUBAKI HAIR WATER VOLUME TYPE BOTTLE 220ML,"43,00€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
"Thalgo, Crema corporal - 40 gr.","36,90€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
Shiseido AQUALABEL Face Wash | Milky Mousse Foam 130g by AQUALABEL,"26,77€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Bare Minerals Beautiful Finish Brush Pinceau,"27,14€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
SHISEIDO Artists Touch #119 Sponge Puff (For Emulsifying Type),"31,03€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Rouge à lèvres Lacquerink Shiseido,"22,19€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
Shiseido Japan Majolica Majorca Makeup Puff de Cheek Blush 7g/0.23 fl.ozPK301 by Shiseido,"34,08€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
"Lot de 24 recharges de recourbe-cils compatibles avec Shiseido, recharges en silicone compatibles avec Shiseido, colorées","14,88€",Cosmétique de Luxe et Soins,"4,8",shiseido_amazon.csv
TSUBAKI SMOOTH & STRAIGHT CONDITIONER 450ML,"49,00€",Cosmétique de Luxe et Soins,"3,8",shiseido_amazon.csv
Senka Perfect Whip u Facial Wash -120g 2pcs Blotting Paper Set,"31,99€",Cosmétique de Luxe et Soins,"5,0",shiseido_amazon.csv
Senka All Clear Double Facial Foam W - 150ml Blotting Paper Set,"26,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Lalique - Encre noire - Eau de toilette pour homme 100 ml,"35,15€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
"Yepoda The Porefect Pad, tampons toniques exfoliants à l’eau de rose, AHA, BHA & PHA, Exfoliation douce & raffermissant les pores, tampons toniques coréens végétaliens pour tous les types de peau, 60","29,00€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
Senka Speedy Perfect Whip Moist Touch - 150ml Blotting Paper Set,"24,88€",Cosmétique de Luxe et Soins,"5,0",shiseido_amazon.csv
"Theramid Derma-Peptides 35% 30 ml – 9 peptides biomimétiques, anti-âge, raffermissant, réduit les rides et stimule la production de collagène et d'élastine pour une peau d'apparence plus jeune","32,95€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
ROSELASH Nouvelle Formule Sérum de Croissance de Pousse Cils plus fournis longs épais - Fabriqué en France - Sans hormone Sans parfum - Vegan,"27,00€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
"OUAI Sérum pour cuir chevelu – Sérum capillaire équilibrant à l'extrait de trèfle rouge, au ginseng sibérien et aux peptides pour des cheveux plus épais et plus volumineux – Soin du cuir chevelu sans","54,95€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
"medicube Hidratante Facial Deep Vitamin C Golden Capsule, Cápsulas Liposomales Para Arrugas, Gel Transparente Para Una Piel Radiante Y Luminosa – 1.94 oz","17,90€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
Ouai OUAI Hair Gloss - Brillance immédiate - Protège contre les dommages causés par la chaleur - Renforce les cheveux - Prévient la décoloration des cheveux - Traitement capillaire contre les dommages,"34,00€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
"Elizabeth Arden Coffret Trio Rétinol + HPR, Ceramide Aqua-Crème Régénérante, Capsules Sérum Rétinol + HPR, Contour des Yeux Retinol, Cadeau femme, Soin hydratant, Anti-âge","35,00€",Cosmétique de Luxe et Soins,"4,7",shiseido_amazon.csv
Lot de 30 recharges universelles pour recourbe-cils Shiseido - Recharges universelles en caoutchouc de silicone avec boîte de rangement transparente (noir),"7,57€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Paula’s Choice Crème Hydratante Repulpante Peptides Pro-Collagène - Crème pour le Visage - Lisse et Hydrate - Repulpe et Réduit les Ridules - Avec Hexapeptide-5 - Tous Types de Peau - 50 ml,"56,00€",Cosmétique de Luxe et Soins,"4,1",shiseido_amazon.csv
Paula's Choice SKIN PERFECTING 2% BHA Lotion Exfoliante - Gommage Visage avec Acide Salicylique - Réduire les Points Noirs & Pores Dilatés - pour Peau Mixte et Peau Grasse - 30 ml,"14,00€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
COCOSOLIS Rose Clean & Hydrate Mousse nettoyante pour le visage en profondeur avec acide hyaluronique hydratant et glycérine,"33,00€",Cosmétique de Luxe et Soins,"3,8",shiseido_amazon.csv
d Fond de Teint Soin de la Peau de Programme (Poudre) Ocre 20 (Recharge) [10.5g Quasi-médicaments],"79,60€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
UNO Hot Clear Gel Scrub 120g - Traditional Blotting Paper Set,"23,88€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
"NZ Rayyan Linen Parure de lit pour lit king size avec taies d'oreiller, motif fleur blanc et lilas","23,08€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Uno Skin Care Tank (Mild) Men's Face Care 160ml (Quasi Drug),"26,88€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Senka Perfect Whip Collagen in Facial Wash -120g 2pcs Blotting Paper Set,"33,88€",Cosmétique de Luxe et Soins,"5,0",shiseido_amazon.csv
[rom&nd] Glasting Melting Balm (Baume Fondant Éclat) 3.5g (02 Lovey Pink),"13,19€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Senka Speedy Perfect Whip Moist Touch 130ml - Refill Blotting Paper Set,"21,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"Clean Skin Club Clean Towels XL®, lingettes visage 100% biosourcées USDA, jetables, ultra-douces, approuvées eczéma, démaquillantes à sec, 1 paquet de 50 lingettes.","17,95€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Les Secrets de Loly – Repair Time – Masque hydratant Fortifiant & démêlage facile – Cheveux ondulés, bouclés, frisés et crépus – +96% d'origine naturelle – 230 ml","21,50€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
"CATKIN Fond De Teint Cushion, Formule Légère Et Longue Tenue, Anti-Âge, Effet Naturel, Extraits De Plantes 7 En 1, Finition Satinée Transparente, Recharges Incluses, 13g*2","28,99€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
Priaulx Beauty Lift Rouge Red 2 4g,"85,00€",Cosmétique de Luxe et Soins,"3,3",shiseido_amazon.csv
Senka All Clear Double Facial Wash W - 120g Blotting Paper Set,"25,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"Premium Moist Repair Conditioner for Tsubaki, Refill Pack 300 ml Set of 2","27,99€",Cosmétique de Luxe et Soins,"3,0",shiseido_amazon.csv
Senka Perfect Whip u Facial Wash -120g Blotting Paper Set,"20,77€",Cosmétique de Luxe et Soins,"3,7",shiseido_amazon.csv
Pauly D Tempted 24 Hour Hydration Moisturising formula Tattoo and Color Fade Protection 550ml,"94,91€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
Senka Perfect Whip Acne Care Facial Ｗash - 120g 2pcs Blotting Paper Set,"38,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Senka Perfect Clear Cleanse Facial Cleansing - 170ml Blotting Paper Set,"40,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"VICHY LIFTACTIV Collagen Specialist 16 Crème de Jour Anti-Âge, Technologie Co-Bonding, Corrige 16 Signes de l'Âge, Rides, Fermeté, Éclat, Tous Types de Peau, 50 ml","25,93€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Senka Perfect Whip White Clay n Facial Ｗash - 120g 2pcs Blotting Paper Set,"35,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Senka Perfect Melting Balm - 90ｇBlotting Paper Set,"34,77€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"Bio-Collagen Masque Profond Réel, Masque Collagene Visage, Hydratant, Minimisation des Pores, Amélioration de l'Élasticité | 34 g (1,19 oz) x 5 pièces","16,99€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Bare Minerals Blooming Blush Pinceau,"25,74€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Yepoda The Night Light, Crème Hydratante Apaisante et Purifiante de Nuit Sans Huile avec Aloe Vera, Armoise et Niacinamide, Crème Visage Végane Coréenne Hydratante pour Tous Types de Peau, 50 ml","26,00€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Kleem Organics Gel Bio Contour des Yeux Anti-Âge – Réduit Rides, Cernes, Poches et Pattes d'Oie – Enrichie en Peptides, Niacinamide et Acide Hyaluronique – Hydratant Naturel 15 ml","18,97€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
"Theramid Derma-Peptides 35% 30 ml – 9 peptides biomimétiques, anti-âge, raffermissant, réduit les rides et stimule la production de collagène et d'élastine pour une peau d'apparence plus jeune","32,95€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
Paula's Choice SKIN PERFECTING 2% BHA Lotion Exfoliante - Gommage Visage avec Acide Salicylique - Réduire les Points Noirs & Pores Dilatés - pour Peau Mixte et Peau Grasse - 30 ml,"14,00€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Uno Face Color Creator (Cover) BB Cream Men SPF30+ PA+++ 30g,"33,88€",Cosmétique de Luxe et Soins,"4,0",shiseido_amazon.csv
UNO la Cire d'effecteur Mat 80g,"32,88€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Shiseido The Makeup Eye Brow & Eyeliner Brush - #6 -,"33,45€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
Erborian - CC Crème à la Centella Asiatica - Maquillage et Soin Illuminateur de Teint Haute Définition pour Visage - Protection Solaire SPF 25 - Soin Cosmétique Coréen,,Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Senka All Clear Gel Makeup Remover - 160ml Blotting Paper Set,"26,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"[Lot de 2] Hadalabo Gokujyun Lotion Hydratante Hyaluronique Light Type, 170ml, Fait au Japon","32,30€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Yepoda The Night Light, Crème Hydratante Apaisante et Purifiante de Nuit Sans Huile avec Aloe Vera, Armoise et Niacinamide, Crème Visage Végane Coréenne Hydratante pour Tous Types de Peau, 50 ml","26,00€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
UNO Dual Effect Facial Cream 23g - Traditional Blotting Paper Set,"30,88€",Cosmétique de Luxe et Soins,"3,9",shiseido_amazon.csv
"Theramid Ceramide Treatment 3% 30 ml – Céramides purs et ectoïne, répare la barrière cutanée, hydrate en profondeur et protège les peaux sèches et sensibles","37,27€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
Premium Volume Repair Conditioner for Tsubaki 450ml & Refill Pack 300ml Set,"39,78€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"""K-Beauty"" Clean it Zero Baume Nettoyant Original 100ml. (Baume nettoyant tout-en-un)","19,55€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Hada Labo Gokujun Premium Hyaluronic Cream 50G , 50 G (Lot De 1)","23,18€",Cosmétique de Luxe et Soins,"4,5",shiseido_amazon.csv
UNO UV Cream Perfection Gel A 80g - Traditional Blotting Paper Set,"37,88€",Cosmétique de Luxe et Soins,,shiseido_amazon.csv
"SVR – [COLLAGEN] Biotic – Crème Rebondissante Régénérante – Raffermit, lisse et repulpe – Pour peaux en perte d’élasticité – Collagène végétal, Vitamine C, Acide Hyaluronique, Probiotiques –50 ml","35,89€",Cosmétique de Luxe et Soins,"4,4",shiseido_amazon.csv
Senscience Puisse faire Crème 150 ml,"27,50€",Cosmétique de Luxe et Soins,"2,4",shiseido_amazon.csv
UNO Color Face Creator Color Lebel 5-30g - Traditional Blotting Paper Set,"33,88€",Cosmétique de Luxe et Soins,"3,8",shiseido_amazon.csv
Beauty of Joseon Crème Solaire Relief Sun Riz + Probiotiques (1),,Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Premium Repair Après-shampoing for Tsubaki, Conditionner bouteille 450ml","22,99€",Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Shampoing Réparateur Volume Premium, Recharge for Tsubaki 600ml","31,08€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
"Lot de 6 recharges de recourbe-cils en caoutchouc de silicone souple compatibles avec Shiseido, Tweezerman, Revlon, Shu Uemura, Surratt, e.l.f - Accessoire cosmétique - Blanc","16,99€",Cosmétique de Luxe et Soins,"5,0",shiseido_amazon.csv
UNO Skin Barrier Facial Emulsion 80ml - Traditional Blotting Paper Set,"36,88€",Cosmétique de Luxe et Soins,"4,2",shiseido_amazon.csv
Mixa Intensif Peaux Sèches - Lait Corps Nourrissant Effet Soleil - Autobronzant - Hâle Doré Naturel Progressif et Uniforme - Peaux Mates - Hypoallergénique - 250ml,,Cosmétique de Luxe et Soins,"4,6",shiseido_amazon.csv
"Lot de 6 recharges de recourbe-cils en caoutchouc de silicone souple compatibles avec Shiseido, Tweezerman, Revlon, Shu Uemura, Surratt, e.l.f pour voyage, transport portable, accessoires cosmétiques","16,81€",Cosmétique de Luxe et Soins,"2,3",shiseido_amazon.csv
"Lot de 6 recharges de recourbe-cils en caoutchouc de silicone souple compatibles avec Shiseido, Tweezerman, Revlon, Shu Uemura, Surratt, e.l.f pour voyage et transport - Transparent","16,99€",Cosmétique de Luxe et Soins,"3,6",shiseido_amazon.csv
UKLASH Eyelash Growth Serum For Longer & Fuller Lashes - 3ml. Clinically Proven Formula for Naturally Longer Lashes and Extensions. Vegan & Cruelty-Free,"39,00€",Cosmétique de Luxe et Soins,"4,3",shiseido_amazon.csv
Unilever Cif Nettoyant Spécialiste Acier Inoxydable Spray 460 g,"17,99€",Consommation Courante,"4,2",unilever_amazon.csv
Cif - Crème à récurer - Cleanboost Technologie original - élimine 100% des saletés tenaces sans rayer les surfaces (lot prOMO de 8x750ml),"22,00€",Consommation Courante,"4,5",unilever_amazon.csv
Dove Trousse de Toilette pour Homme,"22,49€",Consommation Courante,"4,4",unilever_amazon.csv
Persil - Lessive Liquide Peaux Sensibles – Parfum hypoallergénique Fleur de Coton pour respecter les peaux fragiles - Savon de Marseille - Testée Dermatologiquement & Certifiée ECARF - 43 Lavages,"5,74€",Consommation Courante,"4,7",unilever_amazon.csv
DOVE - Gel Douche - Essentiel Fraîcheur - Nettoie en douceur et adoucit la peau - Testé dermatologiquement - 0% Sulfate (lot promo de 2x 450ml),"6,50€",Consommation Courante,"4,6",unilever_amazon.csv
"Skip Lessive liquide Mon Cycle Court Parfait Efficacité Express - 37 lavages - 1ère lessive conçue pour cycle court, efficace dès 15 minutes","12,99€",Consommation Courante,"4,7",unilever_amazon.csv
Skip - Lessive Liquide Active Clean - Propreté Impeccable - Fraîcheur Longue Durée - Détache les vêtements tout en respectant fibres et couleurs - 28 Lavages (Lot de 2),"19,26€",Consommation Courante,"4,7",unilever_amazon.csv
Dove Pain de Toilette original hydratant - Le paquet de 4x90g,"4,59€",Consommation Courante,"4,7",unilever_amazon.csv
AXE Déodorant Homme Spray Anti-Transpirant Cocoa Velvet - Collection Prestige - Fraîcheur 72h non-stop - Parfum chocolat ruby vanille et cèdre - 150ml,"4,42€",Consommation Courante,"4,7",unilever_amazon.csv
OMO - Capsules Lessive Absolu Fraîcheur Insolente - Lessive Capsules aux Perles Booster de Parfum - Parfum d'Eucalyptus et Zestes d'Agrumes - Propreté impeccable - Gamme OMO Absolu,"7,67€",Consommation Courante,"4,5",unilever_amazon.csv
"Vaseline Original Protecting Jelly, Crème Protectrice et Réparatrice, Adaptée aux Peaux Sensibles, Peau Sèche Nourrie, Barrière Cutanée Régénérée, Avec Gelée de Pétrole Pure, 2x 250ml","12,89€",Consommation Courante,"4,6",unilever_amazon.csv
Tabasco Sauce Epicée Chipotle aux notes fumées - Lot de 3 flacons de 60ml,"10,71€",Consommation Courante,"4,8",unilever_amazon.csv
Cif - Infinite+Clean - Spray Nettoyant Tout en 1 - Multi-surfaces - Nettoyage sans Efforts et Longue Durée - Aux Probiotiques Naturels - 280ml,"5,59€",Consommation Courante,"4,6",unilever_amazon.csv
Vaseline Lip Therapy Original | Baume à lèvres nourrissant pour une hydratation optimale | (Original (2 Pièce)),"7,99€",Consommation Courante,"4,3",unilever_amazon.csv
Sun - Tablettes Lave-Vaisselle Tout-en-1 Citron - Éliminent + de 99 Taches du Quotidien sans Prérinçage - 80% d'Ingrédients d'Origine Naturelle - Utilisation Simple - 32 Pastilles Lave-Vaisselle,"5,27€",Consommation Courante,"4,5",unilever_amazon.csv
AXE - Déodorant Homme Spray - Jungle Fresh - 48h non-stop frais - Parfum feuilles de palmier et ambre - 200ml,"4,75€",Consommation Courante,"4,4",unilever_amazon.csv
Vaseline Gelée de Pétrole Pure - Originale - 50 ml,"5,28€",Consommation Courante,"4,5",unilever_amazon.csv
Vaseline BlueSeal Pure Petroleum Jelly 1.7oz (50ml) Jar by UNILEVER,"3,99€",Consommation Courante,"5,0",unilever_amazon.csv
OMO - Lessive Liquide Mon Cycle Court Parfumé Fraîcheur Insolente - Lessive Cycles Courts Efficace dès 15 minutes - Thé Vert et Mandarine - Formule Testée Dermatologiquement - Gamme OMO,"8,09€",Consommation Courante,"4,6",unilever_amazon.csv
Persil - Lessive Liquide Bouquet de Provence – Parfum au extraits naturels de lavande & au Savon de Marseille - 61 lavages - Encore Plus Efficace Même à Froid - Testée Dermatologiquement,,Consommation Courante,"4,5",unilever_amazon.csv
Sun - Pro Expert - Pastilles Lave Vaisselle - 168 capsules - Action 4 en 1 - Citron - Elimine 100% des taches brûlées de +72h - dégraissent en Profondeur - 7x24 capsules,"29,36€",Consommation Courante,"4,5",unilever_amazon.csv
"Soupe Goulash Hongroise Instantanée Unilever, Cup a Soup, Soupe en Sachet, Soupe Minute, Unox, 21 x 175 ml","30,99€",Consommation Courante,"3,7",unilever_amazon.csv
"TRESemme Keratin Smooth Deep Smoothing Mask Traitement capillaire à la kératine hydrolysée pour des cheveux doux, brillants et sans frisottis 440 ml","14,40€",Consommation Courante,"4,5",unilever_amazon.csv
TRESemmé Après-shampoing hydratant avec vitamine E pour cheveux secs et abîmés 900 ml,"15,25€",Consommation Courante,"4,7",unilever_amazon.csv
"TRESemmé Lamellar Shine Shampooing pour cheveux, sans vie et sans vie, 400 ml","6,26€",Consommation Courante,"4,6",unilever_amazon.csv
Dove Mini Trousse de Toilette de Voyage pour Femme,,Consommation Courante,"4,7",unilever_amazon.csv
St Ives - Apricot Scrub Invigorating 150ml,"9,50€",Consommation Courante,"4,6",unilever_amazon.csv
St. Ives Gel douche exfoliant purifiant au sel de mer et au varech du Pacifique (650 ml) fabriqué avec des nettoyants végétaux et un exfoliant 100 % naturel 473 ml,"17,99€",Consommation Courante,"4,6",unilever_amazon.csv
Dove - Déodorant pour Tout le Corps - Spray - Lavande & Camomille - Anti Odeurs et Traces Blanches 72h - Conçu pour les Peaux Sensibles - 150ml (Lot de 2),"10,98€",Consommation Courante,"4,2",unilever_amazon.csv
"Dove Mousse douche à l'huile de rose, 200 ml","9,99€",Consommation Courante,"4,4",unilever_amazon.csv
Sun Tablette Lave-Vaisselle Tout en 1 - La boite de 40 doses,"12,15€",Consommation Courante,"5,0",unilever_amazon.csv
Sun Tablette lave-vaisselle tout en 1 - Le packet de 759g,"12,09€",Consommation Courante,"5,0",unilever_amazon.csv
"Vaseline Men Lotion, Body & Face, 24.5 oz. by UNILEVER BEAUTY (English Manual)","20,54€",Consommation Courante,"4,7",unilever_amazon.csv
DOVE Déodorant Spray Anti-Transpirant Apaise & Aide à réparer - Invisible Dry - Semi-compressé - 72h de protection - lot de 6x200ml,"27,54€",Consommation Courante,"5,0",unilever_amazon.csv
