nom_produit,prix,categorie,note
Stila Plumping Lip Glaze - Amor For Women 0.11 oz Lip Gloss,"22,09€",Cosmétique et Beauté,"4,3"
C TEA NAT ShampDoccia Ghassoul,"10,69€",Cosmétique et Beauté,"5,0"
Disney Niã'Os Déodorant 100 g,"18,33€",Cosmétique et Beauté,"4,4"
Verset Rouge,"36,15€",Cosmétique et Beauté,"4,5"
Eau de Cologne après-rasage pour homme | One Million Scent | Eau de Cologne traditionnelle marron doré 150 ml (n° 1),"15,76€",Cosmétique et Beauté,"4,3"
NYX Butter Gloss - Peaches and Cream,N/A,Cosmétique et Beauté,"4,4"
SHEGLAM Snatch 'n' Define Crème contour Stick longue durée hautement pigmentée anti-transpiration Maquillage visage Bronzer – Miel chaud,"12,82€",Cosmétique et Beauté,"4,2"
"e.l.f. Brillant à lèvres repulpant hydratant, nourrissant, revigorant, haute brillance, repulpe, volumisant, rafraîchissant, apaisant, scintillant, saumon doux","9,03€",Cosmétique et Beauté,"4,2"
Milton-Lloyd Essentials No 4 Parfum Eau de parfum 50 ml Femme (Lot de 2),"15,08€",Cosmétique et Beauté,"4,1"
Impala - Rouge à Lèvres Crémeux Waterproof | Crayon à Lèvres Permanent | Rouge à Lèvres Résistant à l'Eau | Crayon à Lèvres Longue Durée | Couleur 236 Rose Pâle mat,"9,99€",Cosmétique et Beauté,"3,6"
SHEGLAM Skin Magnet Bâton de fond de teint à haute couvrance longue tenue Medium maquillage visage pour tous les types de peau - Nude,"15,23€",Cosmétique et Beauté,"4,2"
"e.l.f. Bronzer liquide camouflage et contour, hautement pigmenté, finition brillante naturelle, longue durée, applicateur arrondi, végétalien et sans cruauté envers les animaux, 2 clair/clair","9,00€",Cosmétique et Beauté,"4,6"
Rare Beauty Silky Touch Highlighter | 2.8g | Enlighten,N/A,Cosmétique et Beauté,"5,0"
Nars Blush - Orgasm - 4.8g/0.16oz,N/A,Cosmétique et Beauté,"4,6"
